city_ascii,country,lat,lng
Odorheiu Secuiesc,Romania,46.3139,25.3017
Sunnyside,United States,46.3157,-120.0058
Aigle,Switzerland,46.3167,6.9667
Brig-Glis,Switzerland,46.3167,7.9667
Naters,Switzerland,46.3167,7.9833
Comrat,Moldova,46.3167,28.6667
Elista,Russia,46.3167,44.2667
Makole,Slovenia,46.3174,15.6669
Nazarje,Slovenia,46.3202,14.9531
Recica,Slovenia,46.3247,14.9228
Niort,France,46.3258,-0.4606
Smartno,Slovenia,46.3297,15.0325
Tarnaveni,Romania,46.3297,24.27
Becancour,Canada,46.3333,-72.4333
Gex,France,46.3333,6.0578
Ljubno,Slovenia,46.3333,14.8333
Basarabeasca,Moldova,46.3336,28.9614
Podlehnik,Slovenia,46.3361,15.8786
Bovec,Slovenia,46.3378,13.5522
Mozirje,Slovenia,46.3381,14.9572
Dobrna,Slovenia,46.3381,15.2293
Slovenske Konjice,Slovenia,46.3383,15.4233
Montlucon,France,46.3408,2.6033
Radovljica,Slovenia,46.3425,14.1721
Baxter,United States,46.3426,-94.2793
Cirkulane,Slovenia,46.3436,15.9941
Velykodolynske,Ukraine,46.3447,30.5783
Trois-Rivieres,Canada,46.35,-72.55
Majsperk,Slovenia,46.35,15.7333
Santana,Romania,46.35,21.5
Novotroitske,Ukraine,46.35,34.3333
Astrakhan,Russia,46.35,48.035
Brainerd,United States,46.3553,-94.1983
Szekszard,Hungary,46.356,18.7038
Luce,Slovenia,46.3565,14.7436
Divonne-les-Bains,France,46.3567,6.1428
Trzic,Slovenia,46.3581,14.293
Miercurea-Ciuc,Romania,46.3594,25.8017
Choyr,Mongolia,46.3606,108.365
Domerat,France,46.3611,2.5353
Velenje,Slovenia,46.3625,15.1144
Thonon-les-Bains,France,46.3627,6.475
Kaposvar,Hungary,46.3638,17.7823
Chaplynka,Ukraine,46.3644,33.5331
West Nipissing / Nipissing Ouest,Canada,46.3667,-79.9167
Borogani,Moldova,46.3667,28.5167
Bled,Slovenia,46.3688,14.114
Videm pri Ptuju,Slovenia,46.3699,15.8935
Darmanesti,Romania,46.37,26.4797
Altay,Mongolia,46.3728,96.2572
Zrece,Slovenia,46.375,15.3854
Sostanj,Slovenia,46.3798,15.0482
Zgornje Gorje,Slovenia,46.3801,14.0684
Toppenish,United States,46.3806,-120.3122
Dombovar,Hungary,46.382,18.1422
Vitanje,Slovenia,46.3825,15.2956
Elliot Lake,Canada,46.3833,-82.65
Nyon,Switzerland,46.3833,6.2333
Evian-les-Bains,France,46.3833,6.5833
Nedelisce,Croatia,46.3833,16.3833
Cakovec,Croatia,46.3858,16.4333
Oplotnica,Slovenia,46.386,15.4458
Saint-Claude,France,46.3878,5.8639
Lymanka,Ukraine,46.3883,30.6808
Ocna Mures,Romania,46.39,23.86
Slovenska Bistrica,Slovenia,46.3903,15.575
Tailai,China,46.3909,123.4161
Zavrc,Slovenia,46.3917,16.0497
Sredisce ob Dravi,Slovenia,46.3933,16.2722
Lewiston,United States,46.3934,-116.9933
Zgornje Jezersko,Slovenia,46.3951,14.4966
Markovci,Slovenia,46.3956,15.9314
Summerside,Canada,46.4,-63.7833
Tolmezzo,Italy,46.4,13.0167
Zgornja Hajdina,Slovenia,46.4057,15.8385
Kidricevo,Slovenia,46.406,15.7983
Ormoz,Slovenia,46.4086,16.1475
Gorisnica,Slovenia,46.4122,16.0131
Ptuj,Slovenia,46.4194,15.8694
Gland,Switzerland,46.42,6.27
Solcava,Slovenia,46.4201,14.6918
Tolna,Hungary,46.4236,18.7903
Anda,China,46.424,125.352
Ineu,Romania,46.4258,21.8369
Comanesti,Romania,46.4297,26.45
Dornava,Slovenia,46.4299,15.9488
Hodmezovasarhely,Hungary,46.4304,20.3188
Kiskunhalas,Hungary,46.4319,19.4883
Laives,Italy,46.4333,11.3333
Moinesti,Romania,46.4333,26.4833
Montreux,Switzerland,46.435,6.9125
Jesenice,Slovenia,46.4366,14.0602
Mislinja,Slovenia,46.4431,15.1931
Sainte-Marie,Canada,46.45,-71.0333
La Tour-de-Peilz,Switzerland,46.45,6.8667
Paray-le-Monial,France,46.4519,4.1203
Race,Slovenia,46.4529,15.6812
Nagykanizsa,Hungary,46.455,16.9925
Lucon,France,46.4556,-1.1647
Fontenay-le-Comte,France,46.466,-0.8061
Starse,Slovenia,46.4664,15.7675
Vevey,Switzerland,46.4667,6.85
Crna na Koroskem,Slovenia,46.4697,14.849
Odesa,Ukraine,46.4775,30.7326
Ludus,Romania,46.4778,24.0961
Sault Ste. Marie,United States,46.4817,-84.3723
Biliaivka,Ukraine,46.4828,30.2014
Tomaz pri Ormozu,Slovenia,46.4833,16.0794
Leova,Moldova,46.4833,28.25
Salsk,Russia,46.4833,41.5333
Jursinci,Slovenia,46.4853,15.971
Kranjska Gora,Slovenia,46.4854,13.7871
Sudbury,Canada,46.49,-81.01
Destrnik,Slovenia,46.4923,15.8801
Kiskunmajsa,Hungary,46.4923,19.7368
Les Sables-d'Olonne,France,46.4972,-1.7833
Spodnje Hoce,Slovenia,46.4996,15.6471
Lutry,Switzerland,46.5,6.6833
Bolzano,Italy,46.5,11.35
Teplodar,Ukraine,46.5036,30.3244
Chateau-d'Olonne,France,46.505,-1.7361
Spodnji Duplek,Slovenia,46.5053,15.7467
Miklavz na Dravskem Polju,Slovenia,46.5057,15.6993
Slovenj Gradec,Slovenia,46.5094,15.0792
Stefan Voda,Moldova,46.5153,29.6631
Morges,Switzerland,46.5167,6.5
Pully,Switzerland,46.5167,6.6667
Cimislia,Moldova,46.5167,28.7833
Hola Prystan,Ukraine,46.5167,32.5167
Ljutomer,Slovenia,46.5168,16.2027
Razkrizje,Slovenia,46.5182,16.2882
Lausanne,Switzerland,46.5198,6.6335
Mezica,Slovenia,46.5206,14.8536
Le Mont-sur-Lausanne,Switzerland,46.5217,6.6269
Trnovska Vas,Slovenia,46.5231,15.8978
Vitomarci,Slovenia,46.5248,15.9346
Sault Ste. Marie,Canada,46.5333,-84.35
Ecublens,Switzerland,46.5333,6.5667
Renens,Switzerland,46.5333,6.5833
Prilly,Switzerland,46.5333,6.6
Kalocsa,Hungary,46.5335,18.9858
Krasnyy Yar,Russia,46.5344,48.3431
Olonne-sur-Mer,France,46.5369,-1.7717
Ribnica,Slovenia,46.5372,15.2733
Lovrenc na Pohorju,Slovenia,46.5381,15.3844
Ruse,Slovenia,46.5386,15.5154
Ravne na Koroskem,Slovenia,46.5437,14.9642
Prevalje,Slovenia,46.5438,14.9119
Marquette,United States,46.544,-87.4082
Targu-Mures,Romania,46.5456,24.5625
Nerubaiske,Ukraine,46.5467,30.6306
Campia Turzii,Romania,46.5486,23.88
Mont-Laurier,Canada,46.55,-75.5
Bussy,Switzerland,46.55,6.55
Epalinges,Switzerland,46.55,6.6667
Sangeorgiu de Mures,Romania,46.55,24.4667
Selnica ob Dravi,Slovenia,46.5514,15.4947
Maribor,Slovenia,46.5575,15.6456
Krizevci,Slovenia,46.5631,16.1399
Lendava,Slovenia,46.5631,16.4519
Moulins,France,46.5653,3.3333
Cerkvenjak,Slovenia,46.566,15.9429
Shawinigan,Canada,46.5667,-72.75
Oroshaza,Hungary,46.5667,20.6667
Turda,Romania,46.5667,23.7833
Yzeure,France,46.5669,3.3553
Sveti Jurij,Slovenia,46.5683,16.0203
Velika Polana,Slovenia,46.5719,16.3472
Lenart v Slovenskih Goricah,Slovenia,46.5742,15.8322
Crensovci,Slovenia,46.5747,16.2937
Sveta Trojica v Slovenskih Goricah,Slovenia,46.5756,15.8769
Dachne,Ukraine,46.5775,30.5489
Poitiers,France,46.58,0.34
Verzej,Slovenia,46.5818,16.1623
Bacau,Romania,46.5833,26.9167
Odranci,Slovenia,46.5856,16.2753
Marcali,Hungary,46.5858,17.4128
Podvelka,Slovenia,46.5864,15.3286
Daqing,China,46.589,125.104
Dravograd,Slovenia,46.5903,15.0236
Yakima,United States,46.5923,-120.5496
Sovata,Romania,46.5961,25.0744
Helena,United States,46.5965,-112.0202
Buxerolles,France,46.5983,0.35
Vuzenica,Slovenia,46.5992,15.1669
Velden am Worthersee,Austria,46.6,14.0333
Terrace Heights,United States,46.6045,-120.4393
Beltinci,Slovenia,46.606,16.2328
Benedikt,Slovenia,46.6065,15.8842
Jurovski Dol,Slovenia,46.6087,15.7796
Pesnica,Slovenia,46.6099,15.6714
Radlje ob Dravi,Slovenia,46.6152,15.2264
Bulle,Switzerland,46.6167,7.05
Lana,Italy,46.6167,11.15
Villach,Austria,46.6167,13.85
Klagenfurt,Austria,46.6167,14.3
Muta,Slovenia,46.6167,15.1667
Dnestrovsc,Moldova,46.6167,29.9167
Oleshky,Ukraine,46.6167,32.7167
Ochakiv,Ukraine,46.6186,31.5392
Turnisce,Slovenia,46.6194,16.3223
Kiskoros,Hungary,46.6204,19.2838
Helena Valley Southeast,United States,46.6219,-111.8973
Paks,Hungary,46.622,18.8559
Bilozerka,Ukraine,46.6278,32.4431
Yuzhne,Ukraine,46.63,31.1
Causeni,Moldova,46.6333,29.4
Korsakov,Russia,46.6333,142.7667
Vaslui,Romania,46.6383,27.7292
Zgornja Kungota,Slovenia,46.6388,15.6141
Kherson,Ukraine,46.6425,32.625
Saint-Vallier,France,46.6428,4.3719
Radenci,Slovenia,46.6428,16.0453
Parthenay,France,46.6462,-0.2478
Sveta Ana,Slovenia,46.6497,15.8453
Gyula,Hungary,46.65,21.2833
Beius,Romania,46.65,22.35
Szentes,Hungary,46.651,20.258
Dobrovnik,Slovenia,46.6515,16.3479
Suihua,China,46.654,126.969
Tisina,Slovenia,46.6558,16.0933
Merano,Italy,46.6667,11.1667
Volkermarkt,Austria,46.6667,14.6333
Murska Sobota,Slovenia,46.6667,16.1667
Chinggil,China,46.6673,90.3786
Montceau-les-Mines,France,46.6678,4.3697
La Roche-sur-Yon,France,46.6705,-1.426
Husi,Romania,46.6742,28.0597
Donnacona,Canada,46.6747,-71.7294
Gornja Radgona,Slovenia,46.6752,15.9926
Lons-le-Saunier,France,46.6753,5.5544
Shuangyashan,China,46.6762,131.1416
Bekescsaba,Hungary,46.679,21.091
Antonivka,Ukraine,46.6808,32.7358
Baruun-Urt,Mongolia,46.6814,113.2803
Sentilj,Slovenia,46.6817,15.6481
Spiez,Switzerland,46.6833,7.6667
Narimanov,Russia,46.6833,47.85
Nevelsk,Russia,46.6833,141.8667
Kobilje,Slovenia,46.6837,16.3953
Presque Isle,United States,46.6868,-67.9874
Qinggang,China,46.69,126.1
Moravske-Toplice,Slovenia,46.6927,16.2281
Superior,United States,46.6941,-92.0823
Apace,Slovenia,46.6967,15.9111
Saint-Amand-Montrond,France,46.7,2.51
Yakymivka,Ukraine,46.7,35.1667
Proletarsk,Russia,46.7,41.7333
Chornobaivka,Ukraine,46.7006,32.5478
Puconci,Slovenia,46.7039,16.1572
Kiskunfelegyhaza,Hungary,46.7052,19.85
Yeysk,Russia,46.7111,38.2733
Csongrad,Hungary,46.7113,20.1403
Buhusi,Romania,46.715,26.7042
Bressanone,Italy,46.7167,11.65
Feldkirchen,Austria,46.7167,14.1
Aniva,Russia,46.7167,142.5167
Cankova,Slovenia,46.7193,16.0179
Gheorgheni,Romania,46.72,25.59
Saint-Hilaire-de-Riez,France,46.7219,-1.9442
Cloquet,United States,46.7221,-92.4923
Centralia,United States,46.7223,-122.9696
Moscow,United States,46.7308,-116.9986
Saint-Augustin-de-Desmaures,Canada,46.7333,-71.4667
Slobozia,Moldova,46.7333,29.7
Prymorsk,Ukraine,46.7333,36.35
Pullman,United States,46.7336,-117.168
Aizenay,France,46.74,-1.6083
Floresti,Romania,46.7475,23.4908
Pont-Rouge,Canada,46.75,-71.7
Sarkad,Hungary,46.75,21.3833
Tavriisk,Ukraine,46.75,33.4167
Tacheng,China,46.7517,82.9869
Nova Kakhovka,Ukraine,46.755,33.375
Berdiansk,Ukraine,46.7556,36.7889
Thun,Switzerland,46.7667,7.6333
Steffisburg,Switzerland,46.7667,7.6333
Sankt Veit an der Glan,Austria,46.7667,14.3667
Sankt Andra,Austria,46.7667,14.8167
Bekes,Hungary,46.7667,21.1333
Cluj-Napoca,Romania,46.7667,23.5833
Le Poire-sur-Vie,France,46.7682,-1.5098
Keszthely,Hungary,46.7696,17.2481
Duluth,United States,46.7756,-92.1393
Reghin,Romania,46.7758,24.7083
Saint-Pierre,Saint Pierre and Miquelon,46.7778,-56.1778
Yverdon-les-Bains,Switzerland,46.7785,6.6408
Chalon-sur-Saone,France,46.7806,4.8528
Leibnitz,Austria,46.7831,15.545
Villars-sur-Glane,Switzerland,46.7833,7.1167
Spittal an der Drau,Austria,46.7833,13.4833
Chitcani,Moldova,46.7833,29.6167
Aral,Kazakhstan,46.7833,61.6667
Baciu,Romania,46.7928,23.525
Saint-Jean-de-Monts,France,46.7936,-2.0587
Grad,Slovenia,46.7977,16.0984
Kakhovka,Ukraine,46.7978,33.475
L'Ancienne-Lorette,Canada,46.8,-71.35
Levis,Canada,46.8,-71.1833
Fribourg,Switzerland,46.8,7.15
Davos,Switzerland,46.8,9.8333
Brunico,Italy,46.8,11.9333
Salonta,Romania,46.8,21.65
Jiamusi,China,46.8,130.319
Le Creusot,France,46.8014,4.4411
Gornji Petrovci,Slovenia,46.805,16.2172
Rogasovci,Slovenia,46.8053,16.0344
Hermantown,United States,46.8057,-92.2407
Detroit Lakes,United States,46.806,-95.8449
Apahida,Romania,46.8078,23.74
Chateauroux,France,46.8103,1.6911
Quebec City,Canada,46.8139,-71.2081
Bismarck,United States,46.8143,-100.7694
Deutschlandsberg,Austria,46.8161,15.215
Payerne,Switzerland,46.8167,6.9333
Mezobereny,Hungary,46.8167,21.0167
Hincesti,Moldova,46.8167,28.5833
Bikin,Russia,46.8167,134.2667
Chatellerault,France,46.8178,0.5461
Othello,United States,46.8221,-119.1653
Salovci,Slovenia,46.825,16.2981
Hodos,Slovenia,46.8285,16.3239
Mandan,United States,46.829,-100.887
Lienz,Austria,46.8297,12.7697
Kuzma,Slovenia,46.8333,16.0833
Bender,Moldova,46.8333,29.4833
Zalaegerszeg,Hungary,46.8392,16.8511
Tiraspol,Moldova,46.8403,29.6433
Bressuire,France,46.8408,-0.4872
Challans,France,46.8467,-1.8781
Balqash,Kazakhstan,46.8481,74.995
Rozdilna,Ukraine,46.8486,30.0792
Melitopol,Ukraine,46.8489,35.3675
Estavayer-le-Lac,Switzerland,46.85,6.8472
Chur,Switzerland,46.85,9.5333
Wolfsberg,Austria,46.85,14.8333
Zernograd,Russia,46.85,40.3167
West Fargo,United States,46.8573,-96.9057
Fargo,United States,46.8651,-96.8292
Altdorf,Switzerland,46.8667,8.6333
Szarvas,Hungary,46.8667,20.55
Moorhead,United States,46.8673,-96.7461
Costesti,Moldova,46.8678,28.7689
Les Herbiers,France,46.87,-1.01
Qingan,China,46.8719,127.5118
Missoula,United States,46.8751,-114.0214
Tapolca,Hungary,46.8828,17.4081
Belp,Switzerland,46.8833,7.5
Stainz,Austria,46.8833,15.2667
Anenii Noi,Moldova,46.8833,29.2167
Sarbogard,Hungary,46.8878,18.6193
Dickinson,United States,46.8918,-102.7925
Sarnen,Switzerland,46.8961,8.2456
Saint-Raymond,Canada,46.9,-71.8333
Kecskemet,Hungary,46.9061,19.6897
Jamestown,United States,46.9063,-98.6937
Pontarlier,France,46.9067,6.3556
Bacioi,Moldova,46.9122,28.8839
Singera,Moldova,46.9139,28.9708
Mauleon,France,46.9236,-0.7483
Toplita,Romania,46.9236,25.3458
Siofok,Hungary,46.9239,18.0901
Piatra Neamt,Romania,46.9275,26.3708
Roman,Romania,46.93,26.93
Tiszakecske,Hungary,46.9312,20.0951
Koniz,Switzerland,46.9333,7.4
Muri,Switzerland,46.9333,7.4833
Worb,Switzerland,46.9333,7.5667
Gyomaendrod,Hungary,46.9361,20.8236
Yelm,United States,46.9398,-122.6262
Bern,Switzerland,46.9481,7.4475
Langnau,Switzerland,46.95,7.7833
Stans,Switzerland,46.95,8.35
Feldbach,Austria,46.95,15.8833
Balatonfured,Hungary,46.95,17.8833
Ialoveni,Moldova,46.95,28.7833
Tieli,China,46.95,128.05
Autun,France,46.9517,4.2994
Ostermundigen,Switzerland,46.955,7.4894
Issoudun,France,46.9608,1.9944
Yuzhno-Sakhalinsk,Russia,46.9667,142.7333
Landquart,Switzerland,46.9688,9.5503
Tiszafoldvar,Hungary,46.9739,20.2539
Mykolaiv,Ukraine,46.975,31.995
Codru,Moldova,46.9753,28.8194
Aberdeen,United States,46.9757,-123.8094
Thouars,France,46.9758,-0.2142
Dunaujvaros,Hungary,46.9806,18.9127
Montmagny,Canada,46.9833,-70.55
Ingenbohl,Switzerland,46.9833,8.6
Qulsary,Kazakhstan,46.9833,54.0167
Hoquiam,United States,46.9863,-123.9022
Tumwater,United States,46.9891,-122.9175
Nevers,France,46.9933,3.1572
Ellensburg,United States,46.9999,-120.5475
Neuchatel,Switzerland,47,6.9333
Mezotur,Hungary,47,20.6333
Koktokay,China,47.0004,89.4666
Kormend,Hungary,47.011,16.6058
Vesele,Ukraine,47.0158,34.9122
Horw,Switzerland,47.0167,8.3167
Schwyz,Switzerland,47.0167,8.65
Sabaoani,Romania,47.0167,26.85
Miramichi,Canada,47.0196,-65.5072
Gherla,Romania,47.02,23.9
Zverevo,Russia,47.0206,40.1225
Chisinau,Moldova,47.0228,28.8353
Beaune,France,47.025,4.8397
Lajosmizse,Hungary,47.0264,19.5578
Graham,United States,47.0322,-122.2827
Nagykoros,Hungary,47.0332,19.784
Kriens,Switzerland,47.0333,8.2833
Glarus,Switzerland,47.0333,9.0667
Voitsberg,Austria,47.0333,15.15
Balatonalmadi,Hungary,47.0333,18.0167
Durlesti,Moldova,47.0333,28.95
Saint-Philbert-de-Grand-Lieu,France,47.0358,-1.6386
Olympia,United States,47.0417,-122.8959
Elk Plain,United States,47.0425,-122.3663
Chatham,Canada,47.0443,-65.3781
Lacey,United States,47.0462,-122.7933
Burgdorf,Switzerland,47.05,7.6167
Littau,Switzerland,47.05,8.2667
Lucerne,Switzerland,47.05,8.3
Mels,Switzerland,47.05,9.4167
Furstenfeld,Austria,47.05,16.0833
Kholmsk,Russia,47.05,142.05
Le Locle,Switzerland,47.0532,6.7482
Alesd,Romania,47.0572,22.3969
Cholet,France,47.06,-0.8783
Arth,Switzerland,47.0633,8.5218
Lyss,Switzerland,47.0667,7.3
Kussnacht,Switzerland,47.0667,8.4333
Balzers,Liechtenstein,47.0667,9.5
Koflach,Austria,47.0667,15.0833
Truseni,Moldova,47.0667,28.6833
Balyqshy,Kazakhstan,47.0667,51.8667
Graz,Austria,47.0708,15.4386
Oradea,Romania,47.0722,21.9211
Snihurivka,Ukraine,47.0736,32.8
Emmen,Switzerland,47.0833,8.3
Nisporeni,Moldova,47.0833,28.1833
Kuleshovka,Russia,47.0833,39.5667
Bourges,France,47.0844,2.3964
Dej,Romania,47.0872,23.8053
Stauceni,Moldova,47.0875,28.8703
Uryzhar,Kazakhstan,47.09,81.6228
Frederickson,United States,47.0916,-122.3603
Veszprem,Hungary,47.093,17.9138
Dole,France,47.0931,5.4906
Lunca Cetatuii,Romania,47.0931,27.5662
Fort Lewis,United States,47.0955,-122.5674
Mariupol,Ukraine,47.0958,37.5494
Orting,United States,47.0967,-122.2112
Spanaway,United States,47.0979,-122.4233
Triesen,Liechtenstein,47.1,9.5333
Ajka,Hungary,47.1006,17.5522
La Chaux-de-Fonds,Switzerland,47.1013,6.825
Gleisdorf,Austria,47.1039,15.7083
Saint-Doulchard,France,47.1056,2.3575
DuPont,United States,47.1079,-122.6495
Azov,Russia,47.1083,39.4181
Novoazovsk,Ukraine,47.1117,38.0825
Pornic,France,47.1167,-2.1
Einsiedeln,Switzerland,47.1167,8.7333
Atyrau,Kazakhstan,47.1167,51.8833
Triesenberg,Liechtenstein,47.1181,9.5433
South Hill,United States,47.1198,-122.2853
Valea Adanca,Romania,47.1256,27.5565
Moses Lake,United States,47.1279,-119.2759
Lianhe,China,47.1314,129.2906
Biel/Bienne,Switzerland,47.1333,7.25
Risch,Switzerland,47.1333,8.4667
Unterageri,Switzerland,47.1333,8.5833
Bludenz,Austria,47.1333,9.8167
Bistrita,Romania,47.1333,24.5
Tomesti,Romania,47.1333,27.7
Straseni,Moldova,47.1333,28.6167
Cricova,Moldova,47.1333,28.8667
Summit View,United States,47.1343,-122.3467
Vaduz,Liechtenstein,47.141,9.521
Parkland,United States,47.1417,-122.4376
Prairie Ridge,United States,47.1438,-122.1408
Les Sorinieres,France,47.1472,-1.5286
Grigoriopol,Moldova,47.1503,29.2925
Xinxing,China,47.1601,123.8
Rackeve,Hungary,47.1608,18.9456
Vallet,France,47.1622,-1.2656
Iasi,Romania,47.1622,27.5889
Lakewood,United States,47.1628,-122.5299
Stoneham-et-Tewkesbury,Canada,47.1667,-71.4333
Sursee,Switzerland,47.1667,8.1167
Hochdorf,Switzerland,47.1667,8.2833
Schubelbach,Switzerland,47.1667,8.9333
Buchs,Switzerland,47.1667,9.4667
Schaan,Liechtenstein,47.1667,9.5097
Sartana,Ukraine,47.1667,37.6833
Bataysk,Russia,47.1667,39.7333
Zug,Switzerland,47.1681,8.5169
Vertou,France,47.1689,-1.4697
Summit,United States,47.1694,-122.3628
Judenburg,Austria,47.1725,14.6603
Midland,United States,47.1734,-122.412
Cegled,Hungary,47.1743,19.802
Szolnok,Hungary,47.1747,20.1965
Bonney Lake,United States,47.1791,-122.17
Puyallup,United States,47.1793,-122.2902
Beclean,Romania,47.1797,24.1797
Bouguenais,France,47.18,-1.6236
Biberist,Switzerland,47.1833,7.5667
Hunenberg,Switzerland,47.1833,8.4333
Lachen,Switzerland,47.1833,8.85
Planken,Liechtenstein,47.1833,9.5333
Torokszentmiklos,Hungary,47.1833,20.4167
Valea Lupului,Romania,47.1833,27.5
Dabas,Hungary,47.189,19.3126
Abony,Hungary,47.1894,20.0097
Grenchen,Switzerland,47.1906,7.3964
Zalau,Romania,47.1911,23.0572
Reze,France,47.1917,-1.5694
Szekesfehervar,Hungary,47.1956,18.4089
Harhorin,Mongolia,47.1972,102.8239
Gardony,Hungary,47.1973,18.6091
Varpalota,Hungary,47.1989,18.1376
Zuchwil,Switzerland,47.2,7.5667
Steinhaus,Switzerland,47.2,8.4833
Baar,Switzerland,47.2,8.5167
Freienbach,Switzerland,47.2,8.75
Kiskunlachaza,Hungary,47.2,19.0167
Enumclaw,United States,47.2018,-121.9897
Targu Neamt,Romania,47.2025,26.3586
Berezivka,Ukraine,47.2039,30.9128
Saint-Sebastien-sur-Loire,France,47.2081,-1.5014
Targu Frumos,Romania,47.2097,27.0131
Hong'an,China,47.21,123.61
Saint-Herblain,France,47.2122,-1.6497
University Place,United States,47.2147,-122.5461
Knittelfeld,Austria,47.215,14.8294
Coueron,France,47.2156,-1.7228
Basse-Goulaine,France,47.2161,-1.4642
Solothurn,Switzerland,47.2167,7.5333
Langenthal,Switzerland,47.2167,7.7833
Richterswil,Switzerland,47.2167,8.7
Rapperswil-Jona,Switzerland,47.2167,8.8167
Gamprin,Liechtenstein,47.2167,9.5
Eschen,Liechtenstein,47.2167,9.5167
Mauren,Liechtenstein,47.2167,9.5333
Berettyoujfalu,Hungary,47.2167,21.55
Podu Iloaiei,Romania,47.2167,27.2667
Ungheni,Moldova,47.2167,27.8167
Criuleni,Moldova,47.2167,29.1667
Taganrog,Russia,47.2167,38.9167
Weiz,Austria,47.2169,15.6331
Kisujszallas,Hungary,47.2169,20.7669
Nantes,France,47.2181,-1.5528
Shelton,United States,47.2186,-123.1121
Sumner,United States,47.2189,-122.2338
Vierzon,France,47.2225,2.0694
Rostov,Russia,47.2225,39.71
Lake Tapps,United States,47.2307,-122.1695
Edgewood,United States,47.2309,-122.2832
Fife,United States,47.2329,-122.3518
Wadenswil,Switzerland,47.2333,8.6667
Eschenbach,Switzerland,47.2333,8.9167
Schellenberg,Liechtenstein,47.2336,9.5481
Szombathely,Hungary,47.2351,16.6219
Grand Rapids,United States,47.238,-93.5327
Le Loroux-Bottereau,France,47.2389,-1.3478
Imst,Austria,47.2394,10.7381
Besancon,France,47.24,6.02
Stafa,Switzerland,47.24,8.73
Albertirsa,Hungary,47.24,19.6067
Tacoma,United States,47.2431,-122.4531
Ruggell,Liechtenstein,47.245,9.5332
Suileng,China,47.246,127.106
Saint-Brevin-les-Pins,France,47.2486,-2.1656
Pascani,Romania,47.2494,26.7272
Mannedorf,Switzerland,47.25,8.6833
Hombrechtikon,Switzerland,47.25,8.7667
Sarvar,Hungary,47.25,16.9333
Calarasi,Moldova,47.25,28.3
Peresecina,Moldova,47.25,28.7667
Aksay,Russia,47.25,39.8667
Fujin,China,47.25,132.0333
Sainte-Luce-sur-Loire,France,47.2503,-1.4856
Milton,United States,47.2524,-122.3153
Tokmak,Ukraine,47.2556,35.7056
Celldomolk,Hungary,47.2557,17.1491
Saumur,France,47.26,-0.0769
Horgen,Switzerland,47.2608,8.5975
Sautron,France,47.2644,-1.6667
Meilen,Switzerland,47.2667,8.6333
Ruti,Switzerland,47.2667,8.85
Rankweil,Austria,47.2667,9.65
Jibou,Romania,47.2667,23.25
Dubasari,Moldova,47.2667,29.1667
Thouare-sur-Loire,France,47.2683,-1.4394
Innsbruck,Austria,47.2683,11.3933
Mykhailivka,Ukraine,47.2694,35.2222
Orvault,France,47.2717,-1.6225
Saint-Nazaire,France,47.2736,-2.2139
Pornichet,France,47.2775,-2.3389
Dunavarsany,Hungary,47.2781,19.0672
Lakeland South,United States,47.2786,-122.2826
Zofingen,Switzerland,47.2833,7.9333
Affoltern am Albis,Switzerland,47.2833,8.45
Thalwil,Switzerland,47.2833,8.5667
Wald,Switzerland,47.2833,8.9167
Telfs,Austria,47.2833,11.0667
Hall in Tirol,Austria,47.2833,11.5
Nasaud,Romania,47.2833,24.4067
Pilis,Hungary,47.2844,19.5435
Chaltyr,Russia,47.2848,39.4823
Escoublac,France,47.2867,-2.3908
Rum,Austria,47.2872,11.4581
Longvic,France,47.2886,5.0644
Chenove,France,47.2917,5.0081
Ocsa,Hungary,47.2934,19.226
Carquefou,France,47.2975,-1.4914
La Chapelle-sur-Erdre,France,47.2997,-1.5517
Rothrist,Switzerland,47.3,7.8833
Egg,Switzerland,47.3,8.6903
Hinwil,Switzerland,47.3,8.85
Wattwil,Switzerland,47.3,9.0833
Cocieri,Moldova,47.3,29.1167
Szazhalombatta,Hungary,47.3004,18.9136
Egg,Switzerland,47.3019,8.6906
Artondale,United States,47.3021,-122.6406
Chevigny-Saint-Sauveur,France,47.3025,5.1364
Auburn,United States,47.3039,-122.2108
Federal Way,United States,47.3091,-122.3358
Nova Odesa,Ukraine,47.3097,31.7792
Karcag,Hungary,47.3111,20.9161
Quetigny,France,47.3153,5.1069
Szigethalom,Hungary,47.3154,19.0078
Dijon,France,47.3167,5.0167
Oftringen,Switzerland,47.3167,7.9167
Adliswil,Switzerland,47.3167,8.5333
Kilchberg,Switzerland,47.3167,8.55
Kusnacht,Switzerland,47.3167,8.5833
Gossau,Switzerland,47.3167,8.75
Wetzikon,Switzerland,47.3167,8.8
Oberriet,Switzerland,47.3167,9.5667
Zell am See,Austria,47.3167,12.8
Puspokladany,Hungary,47.3167,21.1167
Dolinsk,Russia,47.3167,142.8
Guerande,France,47.32,-2.42
Tokol,Hungary,47.3203,18.9671
Ondorhaan,Mongolia,47.3233,110.6611
Papa,Hungary,47.3237,17.468
Treillieres,France,47.3319,-1.6256
Lake Morton-Berrydale,United States,47.3325,-122.1032
Gotzis,Austria,47.3331,9.6333
Zollikon,Switzerland,47.3333,8.5833
Appenzell,Switzerland,47.3333,9.4167
Gig Harbor,United States,47.3352,-122.5964
Talant,France,47.3372,5.0064
Lakeland North,United States,47.3374,-122.2812
Chambray-les-Tours,France,47.3383,0.7144
Longjiang,China,47.3404,123.18
